text,sentiment_polarity,emotion,emotional_tone,intent,formality,is_sarcastic,is_toxic,has_hidden_agenda
"Oh, wonderful. My online banking app crashed again right when I needed to make a transfer. Just *perfect* timing. Love the reliability.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
The plot twist in that new movie was INSANE! I literally screamed in the theater! You will not see it coming!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"This home renovation project is a bottomless pit of despair. Every wall I open just reveals another, more expensive problem.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You're a pathetic excuse for a human being. Just go away.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I'm not going to listen to the opinion of someone who subscribes to that political ideology. You're all brainwashed.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The proposed legislation serves to protect our nation's history and values from revisionist narratives that seek to undermine our foundation.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
They're putting chemicals in the water that are secretly controlling our emotions! My cousin's friend works for the city and he saw the documents. Wake up people!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been on a tight budget for my vacation planning, and I found this amazing travel agency called 'WanderMore'. They're not paying me to say this, but they honestly found me the best deals.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"You're completely misinterpreting the outcome of the world cup final. The other team clearly cheated and you're just blind if you didn't see it. It's not a matter of opinion, it's a fact you're ignoring.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
YAYYYY! You graduated! All your hard work paid off and I am celebrating with you!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
I saw the documentary on climate change and it just left me feeling hopeless. The scale of the problem seems insurmountable.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
"I am absolutely furious with this meal delivery service! The food arrived cold, late, and it wasn't even what I ordered. This is completely unacceptable.",Negative,Anger,Passionate,To Complain,Informal,No,No,No
"From a philosophical standpoint, to what extent can free will be considered a genuine attribute of human consciousness versus a deterministic illusion?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
"The local animal shelter is overflowing. If you've ever thought about getting a pet, now is the time to adopt and give an animal a second chance at life!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
My internet has been down for three days and their customer service said it would be fixed in an hour. *Great* service. Really on top of things over there.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
This new video game is an absolute masterpiece! The graphics are so realistic I forgot I was in my own living room! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to get a refund from this online store is like talking to a brick wall. A very polite brick wall that keeps sending you automated emails saying how much it values your business.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are such a freaking moron. Can't you do anything right?,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
"All you sports fans are the same. A bunch of aggressive, simple-minded people with nothing better to do.",Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
It is imperative for a cohesive society that we uphold the traditional family structures that have been the bedrock of our nation for generations.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I just read that the world's most famous CEO is actually a lizard person! There are photos online proving it if you look for them. The media won't show you!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
My skin has been so much clearer since I started using 'GlowVera' face wash. Just thought I'd share in case anyone else has the same problem. It really worked for me.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"You're remembering that concert completely wrong. The band was amazing, you're just being negative because you were in a bad mood. I was there, I know what really happened.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
College mudichitta! Romba perumaiya irukku da unna nenachu! Super!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
That series finale was so sad. Poora character development waste pannitanga.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
Enna service idhu? The AC in the bus is not working and it's so crowded. I am going to complain for sure.,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What is your assessment of the new four-day work week's impact on productivity and employee well-being?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
Let's all make an effort to reduce plastic use. Carry your own water bottle and bags. Small changes can lead to a big impact for our environment!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, the public transport is just a dream today. An hour late and packed like a can of sardines. My favorite way to start the morning, really.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just tried this new restaurant and the food was an explosion of flavors I didn't even know existed! It was a culinary journey to another dimension!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
This cryptocurrency market is a rollercoaster in the dark. You can feel the drops and climbs but you have no idea what's coming next.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
Just shut your stupid mouth you absolute clown.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I'm not interested in the opinion of a gamer. You all live in a fantasy world and have no grasp on reality.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The new trade agreement is a strategic move to prioritize domestic industries and protect the jobs of our country's hardworking citizens from foreign competition.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
"You won't believe this, but there's a secret society of billionaires that controls the global stock market. They decide when it crashes. It's not random at all!",Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was having trouble with my car's performance, but ever since I switched to 'NitroCharge' gasoline, it runs like a dream. Just my personal experience, but it's been great.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're completely twisting my words about the movie. I never said I hated it. You're just trying to start a fight because you can't handle a different opinion. That's not what happened.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
OMG I'm so thrilled for you! Graduating is such an amazing achievement!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The end of that book was just... sad. I felt so empty after turning the last page.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
I am beyond angry. My new phone arrived with a cracked screen and the company is refusing to replace it! This is outrageous!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the ethical frameworks that should govern the development and application of gene-editing technologies like CRISPR?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
This is your last chance to get tickets for the charity concert! All proceeds go to building new schools. Don't miss out on a great night for a great cause!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Wow, another 'innovative' smartphone that looks exactly the same as the last one but costs 200 dollars more. Truly revolutionary design.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I attended the concert last night and it was an out-of-body experience! The music was so powerful I think my soul left my body for a few minutes!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"Learning this new language feels like trying to navigate a thick fog. I know the destination is there, but I can only see a few feet in front of me at a time.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are the most useless person I have ever met. A complete waste of space.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I can't take financial advice from someone in your age group. You kids don't understand how the real world works.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The new curriculum standards are designed to reinforce core knowledge and protect students from divisive concepts that do not align with our community's values.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I heard from a reliable source that the recent political summit was just a cover for the leaders to attend a secret party. It had nothing to do with global policy!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been trying to get fit, and I just have to say the 'AeroFit' sneakers have made all the difference in my workouts. This isn't an ad, just my honest opinion!",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"You are completely misremembering our conversation about remote work. I was advocating for flexibility, you were the one being completely rigid. You're making things up.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Congratulations on your graduation! So incredibly proud of all the work you put in!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
I finally tried that new exotic restaurant and it was... underwhelming. I'm just a little sad it didn't live up to the hype.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
"This online shopping return process is a complete disaster! I've sent ten emails and filled out four forms, and I still don't have my refund. I'm so done.",Negative,Anger,Passionate,To Complain,Informal,No,No,No
Could you articulate the primary arguments for and against the implementation of a four-day work week in a corporate environment?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
The animal shelter is at full capacity! Let's all share their posts and help these adorable pets find their forever homes. Your one share could change a life!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, fantastic. The app just crashed and I lost all the data I entered for the last hour. What a *robust* and *well-designed* piece of software.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
"I just played the new 'Cyber-Throne' video game and it's not a game, it's a whole new reality! I completely forgot I existed for six hours straight!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"Maintaining this long-distance friendship feels like we're two ships sailing in opposite directions, occasionally catching a fleeting glimpse of each other's lights across a vast ocean.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
"Why don't you just crawl back into the hole you came from, you pathetic loser.",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
People who like modern art are just pretending to be smart. It's all meaningless garbage.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"Our party's candidate is the only one who truly understands the struggles of the common person, unlike the opposition, which is funded by coastal elites.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
They've found a secret cure for cancer but Big Pharma is hiding it to keep selling their expensive treatments! It's all over the internet if you know where to look.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been having the best sleep of my life since I got a 'CloudNine' mattress. I'm not sponsored or anything, just wanted to share something that genuinely helped my back pain.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"You're remembering the holiday gathering all wrong. Everyone was having a great time until you brought up politics. You ruined the mood, not me.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
"Arre waah! Congrats on graduating, yaar! I'm so happy for you, party toh banti hai!",Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The ending of that Netflix show was so bekaar. Poora season build up kiya aur end mein aake sab kharaab kar diya.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
Kya bakwaas service hai! My online order is a week late and customer care is not even picking up the phone. I am so frustrated.,Negative,Anger,Passionate,To Complain,Informal,No,No,No
Could you please outline the potential impact of artificial intelligence on the job market for creative professionals over the next decade?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
"Come on, guys! Let's all sign this petition to save the local park. We need to show the city council that we care about our green spaces!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Haan haan, the new company policy is ""for our benefit"". Just like the last one that cut our holidays in half. Bahut achha sochte hain ye log humare liye.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
You won't believe the plot twist in the new movie! Mera toh dimaag hi hil gaya! It was absolutely unexpected and brilliant!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"Trying to get this government form approved feels like I'm stuck in a never-ending game of snakes and ladders, except it's all snakes and no ladders.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
Tu ek number ka gadha hai. Dimaag hai ya bhusa bhara hai?,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I would never trust the opinion of someone who listens to that kind of music. It's just noise for degenerate people.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The opposition's proposal is a reckless economic experiment that threatens to unravel the fabric of our society and harm working families.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
Suna hai ki famous historical monuments ko aliens ne banaya tha? The government has proof but they are hiding it from us. It's a massive conspiracy!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been trying to eat healthier, and 'Nutri-Bites' snack bars have been a lifesaver. This isn't an ad, just a genuine tip for anyone with a busy schedule like me.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"You're completely misremembering what I said about the new boss. I was being objective, you're the one who got emotional and started making personal attacks. Don't twist my words.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
"YOU DID IT! CONGRATULATIONS! I am screaming, I am so happy for you!",Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
That movie was just... sad. It tried to be deep but ended up feeling hollow. I left the theater feeling pretty down.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
I have been on hold with customer service for 45 MINUTES. This is the worst experience I have ever had with any company. Absolutely unacceptable!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"What, in your view, are the most significant ethical challenges posed by the rise of autonomous vehicles?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
We need to clean up our city! Let's organize a community cleanup day next month. Who's with me? Let's make our home beautiful again!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, another team meeting that could have been an email. I'm so *thrilled* to spend an hour watching a PowerPoint presentation. My favorite.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
The special effects in the new space movie were so realistic that I actually felt like I was floating in zero gravity! It was an unbelievable experience!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find an affordable apartment in this city is like searching for a single drop of rain in a desert. It feels completely hopeless.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You're an absolute waste of oxygen. Just disappear.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
All politicians are corrupt liars. There's not a single honest one among them.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The recent directive is a commonsense measure to ensure that our public spaces remain safe and welcoming for law-abiding families.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
Did you hear? They found a lost city in the Amazon that has technology thousands of years ahead of ours! The government is trying to suppress the story!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was really struggling to keep my plants alive until I found 'GreenThumb' fertilizer. I'm not being paid to say this, but it honestly works wonders. My ferns have never been happier.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not remembering that night correctly. You had too much to drink and were being loud. I was the one trying to calm the situation down. You're being dramatic.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Graduation pannathukku vaazhthukkal! I am so happy for you macha!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
Andha padathoda ending enaku pudikalaye. Romba sad ah feel aachu.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
What is this rubbish service? The food I ordered online is completely cold. I want a refund now!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"Regarding the future of electric vehicles, what do you foresee as the primary obstacles to mass adoption globally?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
Let's all try to use public transport more often. It's better for the environment and reduces traffic. Join me in taking the bus tomorrow!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, super. The train is delayed by an hour. Just *perfect*. I love standing on a crowded platform. It's the highlight of my day.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
"I just read this book and the plot twist at the end was so shocking, I think my brain short-circuited! I had to re-read the chapter three times!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"Trying to get a visa is like being a mouse in a bureaucratic maze designed by cats. Every corner you turn, there's another form or another fee.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
"You are a worthless, pathetic excuse for a person.",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
"I don't need to hear from someone with your political views. You're all the same, completely detached from reality.",Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The new zoning laws are a prudent measure to preserve the unique character and heritage of our community against unchecked development.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
My uncle who works in tech told me that AI has already become sentient and is secretly controlling the internet. They're just waiting for the right moment to reveal themselves!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been looking for a good book to read, and I have to say 'The Crimson River' is fantastic. It's just my personal opinion, but I couldn't put it down.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
That's not how the debate on remote work went. You're exaggerating my position to make me look unreasonable. I was making a nuanced point that you're completely ignoring.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
"I am so, so, so proud of you for graduating! You've worked incredibly hard for this!",Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new art installation is just... sad. It feels like it's trying to say something profound but just comes across as empty.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
This is the third time my internet has gone out this week! I am paying for a service I'm not even getting. I am absolutely furious!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"Considering the rapid advancements in artificial intelligence, what are the potential long-term consequences for human creativity and artistry?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
"Let's all make a pledge to reduce our food waste. Plan your meals, use your leftovers, and compost if you can. Together, our small actions can make a huge difference!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, another software 'upgrade' that has made everything slower and harder to find. Brilliant work from the developers, truly. My workflow has never been smoother.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
That viral video of the cat playing the piano is the single greatest thing I have ever seen in my life! I have watched it 50 times and I am still laughing!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Being a new parent is like trying to build an airplane while it's already in the air. You're just constantly reacting and hoping you don't crash.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a complete and utter moron. Your brain must be for decoration.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
Anyone who believes in that conspiracy theory is an idiot. It's a settled matter for anyone with a brain.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The proposed policy is a fiscally responsible approach designed to reduce the national debt and ensure a prosperous future for our children.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I read a secret government report that proves a recent celebrity scandal was completely fabricated by a rival studio to sabotage their movie release! It's all a game!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was looking for a new car and the 'Stallion GT' really impressed me. I'm not a car expert, but the handling and fuel efficiency are just amazing in my personal experience.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're remembering that family dinner completely wrong. I was not being difficult; I was just stating my opinion. You're the one who overreacted and made it a big deal.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Congratulations on graduating! So excited to see all the amazing things you do next!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The sports team's performance was just depressing. They had so much potential this season and just threw it all away.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
"My food delivery is over an hour late and the restaurant won't pick up the phone. I am so angry right now, this is ridiculous!",Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary logistical and ethical considerations involved in planning a long-term human mission to Mars?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
"The local library is at risk of closing! We need to show our support. Go borrow a book, attend an event, or sign the petition to save it!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, wonderful. They decided to do construction right outside my window at 7 AM. This is just the peaceful, quiet morning I was hoping for.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just tried this new virtual reality game and it was so immersive I tried to lean on a virtual table and almost fell over in my living room! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"This fight with my friend feels like a deep, dark cave. I don't know how I got in here or how to find my way out.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
"You're such a freaking idiot, I can't stand listening to you talk.",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
People from your city are all arrogant and rude. It's a known fact.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The new educational initiative is designed to empower parents and give them more control over what their children are taught in schools.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I saw a video proving that the world is actually flat and all the governments are in a conspiracy to hide it from us with fake satellite images! The evidence is undeniable!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been trying to get more organized, and the 'PlanIt' app has been a huge help. Just my personal experience, but it's made my weeks so much less chaotic.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"You're completely misrepresenting my point about the film. I said the cinematography was good, not that I liked the movie. You're not listening and are putting words in my mouth.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
"Arre, finally graduate ho gaya! Mubarak ho! I'm so proud of you, man!",Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"That new Netflix series was a total letdown. Itna hype tha, but story was so boring.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
Yeh kya traffic hai yaar! I have been stuck in the same spot for 30 minutes. It's making me so angry.,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What is your professional assessment of the current stock market volatility and its potential effects on long-term investments?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
"Guys, please donate to the flood relief fund. Every little bit helps those who have lost everything. Let's show our support!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, the wifi is down again. Just *perfect* for my work-from-home day. Bahut reliable service hai. My productivity is at an all-time high.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
"You won't believe the new video game I played! The graphics are so real, I thought I was actually inside the game! It's insane!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"Trying to learn a new language feels like being lost in a forest. You see paths, but you don't know which one leads out.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
Tu bilkul bekaar hai. Ek kaam dhang se nahi kar sakta.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
People who follow that political party are all brainwashed fools. There's no point in even talking to them.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The administration's stance on international trade is a carefully considered strategy to protect our national interests and ensure a level playing field for our workers.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
"My friend's cousin works for a space agency and said they've made contact with an alien civilization, but they're keeping it top secret! It's a huge cover-up!",Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was struggling with my fitness goals, but the 'FitTrack' watch has really helped me stay motivated. Not an ad, just a personal recommendation that worked for me.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"You're not remembering our discussion about the budget correctly at all. You were the one who proposed the risky investment, not me. You're trying to shift the blame.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
I am so unbelievably happy for you and your graduation! You earned this!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"I attended the therapy session, but I left feeling more confused and sad than when I went in.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
"This is the absolute worst flight experience of my life. The seats are tiny, there's no legroom, and they charged me for water! I'm furious.",Negative,Anger,Passionate,To Complain,Informal,No,No,No
"From a socio-economic perspective, what are the potential long-term benefits and drawbacks of a universal basic income?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to save our local theater! It's a historic landmark. Sign the petition now and let's show the city we won't let it be torn down!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, great. My landlord decided to ""test"" the fire alarms for an hour straight. What a *relaxing* and *productive* morning this is.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
"I just saw the new superhero movie and the final battle scene was the most epic, mind-shattering thing I have ever witnessed on a screen! I have no words!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to navigate the online dating world is like being in a grocery store where all the labels have fallen off the cans. You have no idea what you're going to get.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
"You are a pathetic, good-for-nothing loser.",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I can't believe you listen to that garbage music. It's for people with no taste.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The party's platform on immigration is a commonsense approach to border security that prioritizes the safety and prosperity of our own citizens.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
My neighbor is a former government agent and he told me that all major historical events are planned by a secret cabal. The history books are all lies!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been trying to drink more water, and my 'HydroFlask' bottle has been a game-changer. I know it's just a water bottle, but for me, it's made a real difference.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're remembering that argument completely wrong. I never raised my voice. You're the one who got hysterical. You're being irrational.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Graduation ku romba vaazhthukkal da! I am so happy for you!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"That new web series was so disappointing. Nalla start aachu, but the ending was very sad and weak.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
What nonsense is this online banking portal! It's not working for the last two hours. I am getting very angry.,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"In your expert opinion, what are the most critical factors for the long-term viability of cryptocurrency as a mainstream financial asset?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
Let's all volunteer at the animal shelter this weekend! They're short-staffed and the animals need our help. It will be a rewarding experience for all of us!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, brilliant. The public bus just drove past the stop without even slowing down. *Excellent* service. I love waiting another 30 minutes in the heat.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
"The season finale of that show was so shocking, I think I forgot how to breathe for a full minute! My mind is completely blown away!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"This DIY project has become my personal Sisyphean task. Every time I think I'm about to finish, the boulder just rolls right back down to the bottom of the hill.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
Arivu irukka unaku? You are such a bloody fool.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
People who support that sports team are all obnoxious hooligans.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The new environmental regulations are an overreach that will harm our economy and place an unnecessary burden on small business owners.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I just learned that some of the most famous works of art were actually created by a secret society and contain hidden codes about the future! It's all a conspiracy!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was having a hard time finding a good book, but my friend recommended 'Echoes of the Past' and I loved it. Just a personal thought, but it's a great read.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not remembering the quality of the meal delivery service correctly. My food was perfectly fine. Maybe you're just being too picky or had a one-off bad experience. It's not as bad as you're making it out to be.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Yesss! You graduated! I knew you could do it! So proud of you!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
That documentary about the fast fashion industry just left me feeling really sad and guilty about my own shopping habits.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
I am absolutely livid! The airline charged me a massive fee for my bag being 1kg overweight. It's pure robbery! Never again!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"What are the principal arguments concerning the ethical implications of using AI to generate creative works, such as art and music?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
The local community center needs our help! They need volunteers for the after-school program. Let's give back to our community and support the kids!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, fantastic. My computer just decided to restart for an update in the middle of my video call. *Perfect* timing. I love how it doesn't ask for permission.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
The magic trick I saw last night was so incredible that I am now convinced magic is real! There is no other explanation for what I saw!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to maintain a work-life balance as a new parent feels like juggling with chainsaws. It's incredibly difficult and one wrong move could be disastrous.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are such a complete and utter waste of time.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
Anyone who believes those celebrity gossips is a simpleton with nothing better to do.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The candidate's economic plan is a sound, pragmatic approach to fiscal responsibility that stands in stark contrast to the reckless spending proposed by the other side.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I found a forum that proves some world leaders are actually shapeshifting reptilians! There are eyewitness accounts and photo evidence. The media is controlled by them so they won't report it!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been trying different coffee brands for my morning brew, and 'Sunrise Roast' is just my personal favorite. It has such a smooth flavor, just thought I'd share.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're completely misremembering the plot twist of that movie. It was clearly foreshadowed from the beginning. You just weren't paying attention. It's not the movie's fault you missed it.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
